CODI_FINAL,DATA_INCEN,GRID_CODE,MUNICIPI,AREA,AREAKM2,XMIN,YMIN,XMAX,Y_MAX
2003170003,25/01/03,2,Colera,322524.811,0.323,3.146745,42.395450,3.164369,42.402865
178600103,15/08/86,2,Bescanó,603839.550,0.604,2.706002,41.934749,2.721730,41.947576
895041,11/03/95,2,Santa Margarida i els Monjos,187919.329,0.188,1.676143,41.295150,1.685651,41.299506
2003170098,25/07/03,2,la Jonquera,435871.737,0.436,2.865793,42.428083,2.875229,42.441813
2007430104,04/07/07,2,Mont-roig del Camp,3695224.152,3.695,0.928215,41.018865,0.968327,41.044972
258600171,27/06/86,2,Tiurana,3398797.437,3.399,1.231615,41.947995,1.268404,41.978767
2015170075,21/07/15,2,GIRONA,404794.045,0.405,2.833625,41.973015,2.840897,41.986672
B91007013,18/07/91,2,Sallent,1389817.136,1.390,1.876374,41.772332,1.902897,41.794639
2004170107,14/11/04,2,Girona,154091.018,0.154,2.830012,41.968484,2.836953,41.975242
B91007025,03/08/91,2,Fonollosa,216432.427,0.216,1.627625,41.757191,1.634125,41.763443
2002250008,29/01/02,2,Naut Aran,2842576.868,2.843,0.858807,42.703594,0.888580,42.722829
4394132,11/04/94,2,Ulldecona,731253.480,0.731,0.461242,40.627682,0.476776,40.637371
178600098,09/08/86,2,Massanes,6425341.093,6.425,2.641602,41.776176,2.677177,41.828641
2006080179,02/07/06,2,Santa Coloma de Gramanet,242443.273,0.242,2.198970,41.463602,2.207327,41.471501
2009250096,12/01/09,2,Canejan,1007883.722,1.008,0.757242,42.827420,0.781631,42.836925
T91036019,30/07/91,2,Salou,133397.181,0.133,1.149495,41.078071,1.156001,41.082433
1794185,10/08/94,2,Santa Coloma de Farners,90695177.750,90.695,2.477955,41.717961,2.682838,41.863815
894333,02/08/94,2,Avinyonet del Penedès,285643.141,0.286,1.788867,41.355894,1.794283,41.363349
2012170123,11/08/12,2,GER,2506335.493,2.506,1.839492,42.430751,1.862987,42.453480
4394230,14/09/94,2,La Pobla de Massaluca,65174371.360,65.174,0.259428,41.148558,0.476880,41.229313
894185,29/06/94,2,Jorba,1419426.039,1.419,1.485284,41.622678,1.505048,41.639687
2000250001,18/01/00,2,Vall de Boí,1838518.325,1.839,0.768473,42.499950,0.795307,42.518558
2000250012,07/02/00,2,La Guingueta d'Àneu,410550.978,0.411,1.137287,42.620590,1.145080,42.632477
4394211,25/08/94,2,La Bisbal del Penedès,1300584.098,1.301,1.481476,41.288365,1.504012,41.303353
B89017006,30/05/89,2,"SITGES",218637.069,0.219,1.927452,41.277312,1.934601,41.283886
2000170063,18/03/00,2,Montagut,175980.477,0.176,2.548878,42.322418,2.556201,42.329378
4394194,13/08/94,2,La Pobla de Montornès,936204.339,0.936,1.407575,41.195632,1.420418,41.210269
4395044,29/03/95,2,Prat de Comte,171507.518,0.172,0.397310,40.988036,0.407676,40.991168
2009080285,29/06/09,2,Sant Joan de Vilatorrada,729092.210,0.729,1.800960,41.783804,1.813019,41.800035
2003250105,12/08/03,2,Seròs,17789245.790,17.789,0.325939,41.366283,0.392226,41.414988
1998080173,18/07/98,2,Aguilar de Segarra,153017313.000,153.017,1.368825,41.742380,1.655870,41.917872
4394059,06/04/94,2,Batea,230931.002,0.231,0.257035,41.090841,0.267610,41.097653
4394235,16/09/94,2,Querol,489713.448,0.490,1.426102,41.379921,1.441818,41.386295
2003430060,11/08/03,2,Tortosa,180937.965,0.181,0.572468,40.810319,0.581114,40.814576
2000430110,09/02/00,2,Cabra del Camp,287445.542,0.287,1.289303,41.396279,1.300435,41.402060
2011170019,16/07/11,2,la Bisbal d'Empordà,167131.866,0.167,3.021543,41.922110,3.029404,41.929110
2008250089,17/03/08,2,Tremps,158623.162,0.159,0.902373,42.124074,0.906685,42.130677
1999170057,08/04/99,2,Colera,1591949.605,1.592,3.141361,42.403442,3.162047,42.417387
2000170103,09/07/00,2,Ventalló,284986.398,0.285,3.024207,42.124025,3.033884,42.132358
1997080104,16/07/97,2,Avinyonet del Penedès,778706.266,0.779,1.781420,41.349815,1.805761,41.357849
088600431,06/07/86,2,Castellgalí,2618235.341,2.618,1.791994,41.674046,1.835856,41.698835
L90004012,09/08/90,2,COLL DE NARGÓ,347081.288,0.347,1.242248,42.162028,1.254807,42.168652
2000170116,01/08/00,2,Maçanet de la Selva,252933.992,0.253,2.721504,41.743383,2.727458,41.753428
2012170124,22/07/12,2,LA JONQUERA,104980900.500,104.981,2.822878,42.255747,2.969125,42.458869
2012250166,08/03/12,2,BAIX PALLARS,3777883.582,3.778,1.046526,42.319384,1.086132,42.345548
2006170136,03/08/06,2,Sant Climent Sescebes,2830121.524,2.830,2.969776,42.358040,2.996197,42.394738
L89004001,27/01/89,2,EL PONT DE BAR,82640.769,0.083,1.615601,42.391736,1.619578,42.395769
2003430059,11/08/03,2,Selva del Camp,244850.745,0.245,1.107281,41.234413,1.112636,41.242065
T91030016,31/08/91,2,Tivissa,313684.759,0.314,0.724836,40.975730,0.737696,40.980119
2009250094,22/03/09,2,Lladorre,838072.022,0.838,1.272423,42.614153,1.289935,42.623894
2594108,17/07/94,2,Torà,2955722.205,2.956,1.443446,41.840634,1.471239,41.872583
438600298,20/07/86,2,Tortosa,8903632.822,8.904,0.552352,40.830199,0.614824,40.888068
2006250111,11/07/06,2,Bassella,1428708.166,1.429,1.318701,42.027249,1.344607,42.041905
1794504,03/07/94,2,Fontanals de Cerdanya,1395761.183,1.396,1.922250,42.386426,1.955549,42.400136
2013430120,29/07/13,2,Miravet,294695.790,0.295,0.567327,41.060753,0.577010,41.068425
924300035,17/04/92,2,el Montmell,8355268.601,8.355,1.415888,41.277138,1.467636,41.316207
894509,04/07/94,2,Casserres,229643349.800,229.643,1.671723,41.937355,2.036029,42.115259
2594129,14/08/94,2,Pinós,80779.478,0.081,1.497986,41.807492,1.501929,41.810442
1999250107,20/12/99,2,Les Valls d'Aguilar,142088.720,0.142,1.197247,42.344224,1.203586,42.348346
2594039,03/04/94,2,Maials,93888.634,0.094,0.538080,41.324527,0.543281,41.329258
2014250068,17/07/14,2,Sant Guim de la Plana,461524.498,0.462,1.351114,41.749383,1.360626,41.758288
930800140,29/06/93,2,Castellbisbal,802441.647,0.802,1.966946,41.480397,1.982790,41.490947
2015430119,22/10/15,2,EL PINELL DE BRAI,203214.146,0.203,0.491055,41.001596,0.501253,41.006553
B90003017,27/07/90,2,TORRELAVIT,93954.359,0.094,1.719993,41.459844,1.723585,41.464816
2010080165,29/07/10,2,Viladecans,439781.772,0.440,2.003835,41.323604,2.013862,41.338040
2003170157,29/08/03,2,Castell- Platja d'Aro,3325091.116,3.325,3.032585,41.816201,3.070233,41.846366
2016080237,26/09/16,2,Esplugues de Llobregat,119737.602,0.120,2.092247,41.387259,2.097704,41.393468
4394146,07/07/94,2,Vilanova d'Escornalbou,1102772.655,1.103,0.932014,41.116542,0.960711,41.128597
088600540,19/08/86,2,Avinyonet del Penedès,1789642.142,1.790,1.797654,41.344885,1.819959,41.371784
4394109,12/06/94,2,la Bisbal de Falset,833875.915,0.834,0.721611,41.281979,0.742262,41.291435
4397009,26/02/97,2,Vandellós-Hospitalet de l'Infant,669399.128,0.669,0.871821,40.958216,0.886992,40.969447
4395191,08/11/95,2,Horta de Sant Joan,993275.331,0.993,0.358825,40.948737,0.379405,40.964746
2016080155,18/07/16,2,Sant Feliu Sasserra,895375.209,0.895,2.008871,41.921799,2.025551,41.936313
438600283,06/07/86,2,L'Argentera,11050649.480,11.051,0.860302,41.112456,0.910592,41.165552
894549,04/07/94,2,Collbató,31716803.440,31.717,1.815140,41.553181,1.938431,41.617897
2005080219,05/07/05,2,Barcelona,87705.315,0.088,2.151686,41.441439,2.158598,41.445686
4394189,12/08/94,2,Vandellós-Hospitalet de l'Infant,806106.857,0.806,0.833515,40.965861,0.844539,40.980404
4394188,11/08/94,2,Riudecanyes,1748395.179,1.748,0.947820,41.129316,0.974133,41.148057
2010170107,28/07/10,2,Colomers,1246423.585,1.246,2.961398,42.091613,2.983305,42.113674
894418,11/08/94,2,Barcelona,120908.578,0.121,2.131914,41.419531,2.138196,41.424696
1998430175,20/12/98,2,La Sénia,444077.300,0.444,0.269406,40.647426,0.282326,40.657667
2004170080,26/09/04,2,Torroella de Montgrí,6067921.482,6.068,3.101082,42.045698,3.143969,42.077249
088600531,18/08/86,2,Vacarisses,9771923.941,9.772,1.851321,41.574939,1.921450,41.613528
931700058,21/08/1993,2,Santa Cristina d'Aro,197326.364,0.197,2.930535,41.817540,2.937466,41.825194
2000080174,14/07/00,2,Torrelles de Foix,900050.096,0.900,1.587172,41.414270,1.614596,41.427389
G0870016,17/07/87,2,Llagostera,1058126.537,1.058,2.932184,41.794530,2.952398,41.822363
1999430034,22/02/99,2,Garcia,508353.258,0.508,0.684574,41.140677,0.694726,41.151088
2009250056,25/06/09,2,Oliola,171546.069,0.172,1.214666,41.871702,1.220676,41.876475
2001080145,23/06/01,2,Castelldefels,322005.956,0.322,1.937241,41.274984,1.948040,41.280588
4394174,27/07/94,2,Sarral,4491698.482,4.492,1.258770,41.421062,1.298877,41.453696
894470,21/08/94,2,Castellbell i el Vilar,3357068.411,3.357,1.871612,41.615537,1.897965,41.646866
2007170152,09/11/07,2,Cantallops,100502.181,0.101,2.914186,42.410583,2.920873,42.414411
2009430125,20/07/09,2,Horta de Sant Joan,9420711.955,9.421,0.312839,40.917364,0.376262,40.963768
2001170129,13/08/01,2,Vilopriu,286868.838,0.287,2.967273,42.099804,2.980276,42.106558
2012080313,19/07/12,2,SANT FELIU SASSERRA,3318713.733,3.319,1.992853,41.930732,2.037333,41.989825
894401,22/08/94,2,Talamanca,189777.894,0.190,1.899206,41.734174,1.907083,41.739753
894287,20/07/94,2,Torrelles de Foix,1591872.367,1.592,1.564729,41.426157,1.582137,41.445085
2003080296,14/08/03,2,Badalona,353955.038,0.354,2.217151,41.471055,2.226181,41.478920
2009080284,22/06/09,2,Sant Mateu de Bages,1943427.981,1.943,1.635842,41.855621,1.663588,41.869866
894494,04/07/94,2,Castellbisbal,13912003.090,13.912,1.920628,41.480926,2.009111,41.530069
2015430118,29/08/15,2,CORNUDELLA DE MONTSANT,294895.803,0.295,0.877303,41.268285,0.885597,41.280168
1796052,09/07/96,2,Ventalló,198550.028,0.199,3.028579,42.132518,3.032511,42.143777
894306,03/07/94,2,Bigues i Riells,24122724.930,24.123,2.170901,41.686563,2.283117,41.739357
T91037005,21/08/91,2,Horta de Sant Joan,1490795.189,1.491,0.351616,40.962215,0.375438,40.976889
1997430093,10/10/97,2,El Montmell,1819730.157,1.820,1.498203,41.321696,1.518342,41.343334
1999430036,22/02/99,2,Valls,2633932.560,2.634,1.193022,41.312146,1.226871,41.333840
2012170121,22/07/12,2,PORTBOU,456537.451,0.457,3.159652,42.429656,3.172421,42.436186
G89015003,24/03/89,2,FONTANALS DE CERDANYA,1151822.190,1.152,1.922349,42.376546,1.941366,42.390400
2013080288,28/07/13,2,Vallirana,768022.849,0.768,1.935573,41.362191,1.959224,41.371587
894496,11/08/94,2,Sant Cugat del Vallès,1097850.328,1.098,2.069592,41.431709,2.102761,41.443153
2005430185,22/08/05,2,La Pobla de Massaluca,1059351.066,1.059,0.367098,41.217806,0.392012,41.228432
2004430113,15/11/04,2,Ulldecona,570384.054,0.570,0.510804,40.598568,0.525128,40.608966
1999430038,22/02/99,2,La Torre de Fontaubella,360652.469,0.361,0.840109,41.119849,0.852741,41.125200
2003080254,06/08/03,2,Els Hostalets de Pierola,769183.685,0.769,1.808497,41.511773,1.826039,41.527690
2596007,29/02/96,2,Montferrer i Castellbò,102660.847,0.103,1.315594,42.355917,1.320753,42.360696
2016430090,22/07/16,2,Els Pallaresos,112972.466,0.113,1.255441,41.161333,1.260737,41.165317
2005250099,18/05/05,2,Torres de Segre,153334.947,0.153,0.518199,41.543621,0.533557,41.551374
