CODI_FINAL,DATA_INCEN,GRID_CODE,MUNICIPI,AREA,AREAKM2,XMIN,YMIN,XMAX,Y_MAX
2012170122,09/03/12,2,SANTA CRISTINA D'ARO,3292663.035,3.293,2.925498,41.769064,2.958142,41.812608
2001170058,18/06/01,2,Cadaqués,16988243.710,16.988,3.225458,42.239976,3.285780,42.304578
4394061,07/04/94,2,Roquetes,251649.050,0.252,0.397737,40.784639,0.404155,40.791892
2008430020,01/05/08,2,Montblanc,154197.257,0.154,1.172817,41.390225,1.180319,41.412559
B90006018,02/08/90,2,CASTELLOLÍ,531114.981,0.531,1.697817,41.607374,1.710197,41.616136
4394172,27/07/1994,2,l'Ametlla de Mar,762829.666,0.763,0.816527,40.921244,0.825658,40.941977
4394075,10/04/94,2,Pontils,2616172.604,2.616,1.387263,41.458536,1.428591,41.479850
2001080165,01/07/01,2,Vallbona d'Anoia,522995.715,0.523,1.711526,41.518448,1.720247,41.539180
4394096,04/06/94,2,Paüls,204065.806,0.204,0.437057,40.960636,0.446030,40.965341
4397096,12/10/97,2,Gandesa,210322.044,0.210,0.458172,41.039871,0.465739,41.045708
T89030006,21/07/89,2,TIVISSA,22202068.990,22.202,0.655855,40.990637,0.750616,41.052936
2016250022,19/07/16,2,Vallbona de les Monges,6800928.478,6.801,1.094302,41.514211,1.139256,41.561484
2001250030,22/06/01,2,Camarasa,2214048.915,2.214,0.933961,41.867903,0.958333,41.891800
438600285,06/07/86,2,Querol,28364179.340,28.364,1.474817,41.358252,1.586792,41.420876
2001080162,01/07/01,2,Martorell,312572.810,0.313,1.885878,41.487490,1.898531,41.495803
2011430016,22/02/11,2,Ulldecona,232898.452,0.233,0.457732,40.626220,0.470555,40.633216
2011250017,13/10/11,2,Soriguera,1721063.790,1.721,1.192589,42.373838,1.218923,42.385619
2003080286,12/08/03,2,Jorba,680733.596,0.681,1.497298,41.624062,1.509759,41.635640
2000430128,01/03/00,2,Amposta,383807.302,0.384,0.557518,40.671232,0.569479,40.678870
2000080046,20/02/00,2,Viver i Serrateix,144038.059,0.144,1.814210,41.930594,1.820809,41.935818
2005250161,27/07/05,2,Artesa de Segre,668988.428,0.669,1.085101,41.924415,1.093995,41.940794
L91026006,20/07/91,2,Vall de Cardós,490074.706,0.490,1.209649,42.530378,1.222048,42.542099
2007250057,04/07/07,2,Sanaüja,536114.230,0.536,1.267903,41.857588,1.284104,41.868011
2003170079,13/07/03,2,Caldes de Malavella,556264.505,0.556,2.758353,41.821322,2.765283,41.841140
B90040056,27/07/90,2,CASTELLBISBAL,429720.904,0.430,1.966756,41.488929,1.976043,41.498147
2003430030,30/06/03,2,Calafell,121521.366,0.122,1.589961,41.200746,1.594764,41.205688
2001170076,27/06/01,2,Begur,234898.793,0.235,3.209539,41.926581,3.215563,41.934464
T91008007,07/07/91,2,Vilanova d'Escornalbou,1681661.677,1.682,0.919468,41.093368,0.939394,41.112619
1998430149,25/10/98,2,Flix,170256.299,0.170,0.528373,41.246908,0.539181,41.251369
2003430046,28/07/03,2,Barberà de la Conca,194755.355,0.195,1.234072,41.391750,1.240160,41.398038
4394147,07/07/94,2,Mont-ral,1872864.446,1.873,1.079053,41.290767,1.104497,41.308387
2003430039,12/07/03,2,Senan,720661.405,0.721,1.026238,41.477843,1.045052,41.488190
4394076,10/04/94,2,Tivissa,23636893.350,23.637,0.789777,41.020107,0.906470,41.073890
2015170074,04/06/15,2,CALDES DE MALAVELLA,102733.229,0.103,2.763047,41.831546,2.767869,41.837177
2016080162,22/07/16,2,Olivella,140527.323,0.141,1.795084,41.317788,1.801012,41.323276
2007170092,10/03/07,2,Camprodon,100826.721,0.101,2.427934,42.319024,2.432768,42.323993
894445,14/07/94,2,Montcada i Reixac,4150588.973,4.151,2.199458,41.480043,2.236649,41.508284
2002430070,07/08/02,2,Montblanc,4577057.939,4.577,1.183949,41.322485,1.209993,41.363187
2005430098,13/05/05,2,Bonastre,40085.886,0.040,1.447096,41.238636,1.449184,41.242254
2002430065,30/07/02,2,El Perelló,53219.305,0.053,0.644531,40.847517,0.648415,40.849821
4394032,"21/03/94",2,Vandellós,378847.602,0.379,0.883564,40.965861,0.892625,40.974001
T91030010,31/07/91,2,Tivissa,4461885.526,4.462,0.821769,41.078467,0.869908,41.099752
2014250069,21/06/14,2,Oliola,548819.963,0.549,1.220836,41.902982,1.230953,41.915690
2012080314,12/06/12,2,CASTELLET I LA GORNAL,5889357.082,5.889,1.656143,41.243203,1.708487,41.266232
2003080294,13/08/03,2,Olèrdola,1264707.926,1.265,1.696863,41.299750,1.720545,41.315751
2003255555,01/07/03,2,Torrefeta i Florejacs,3497547.418,3.498,1.274214,41.812645,1.324000,41.830135
2015250082,31/03/15,2,VALL DE CARDÓS,266577.939,0.267,1.219504,42.605116,1.227293,42.614294
2013430119,26/08/13,2,Riba-Roja d'Ebre,175857.416,0.176,0.393202,41.223810,0.403949,41.227171
2009250058,03/07/09,2,Cabanabona,1622985.812,1.623,1.199924,41.825125,1.218449,41.843052
930800371,21/08/1993,2,Sant Fost de Campsentelles,218010.434,0.218,2.251192,41.499668,2.259589,41.505065
2016250044,05/09/16,2,Ribera d'Urgellet,135236.651,0.135,1.352602,42.336128,1.358798,42.343040
2008250086,01/05/08,2,Seròs,123911.339,0.124,0.393917,41.443502,0.401664,41.447032
L89023004,26/06/89,2,LA BARONIA DE RIALB,127085.388,0.127,1.211052,42.022047,1.214486,42.028588
2004170040,25/07/04,2,Biure,242996.569,0.243,2.905669,42.341204,2.913805,42.347059
2015430117,24/08/15,2,L'AMETLLA DE MAR,452252.357,0.452,0.826210,40.932492,0.842056,40.940774
2001080092,29/05/01,2,Castelldefels,526237.151,0.526,1.955919,41.282311,1.967859,41.292936
922500018,23/02/92,2,La Guingueta d'Àneu,157089.134,0.157,1.155490,42.606578,1.168086,42.610286
1998430147,20/10/98,2,Ulldecona,3710885.575,3.711,0.513034,40.607513,0.549520,40.632805
2006250035,01/07/06,2,Riner,577981.530,0.578,1.578168,41.893492,1.593203,41.902139
B90040022,09/10/90,2,MONTCADA I REIXAC,80813.570,0.081,2.195141,41.477907,2.200276,41.482610
2005080231,08/07/05,2,Cardona,11294171.580,11.294,1.713299,41.891093,1.757904,41.954802
894221,02/07/94,2,Subirats,829879.107,0.830,1.846788,41.387435,1.866879,41.396027
2004250003,05/02/04,2,Naut Aran,323557.168,0.324,0.828894,42.704423,0.841228,42.712116
2012170119,14/08/12,2,VILOPRIU,153135.336,0.153,2.996664,42.114791,3.003258,42.121269
2594161,23/08/94,2,La Baronia de Rialb,98285.592,0.098,1.182233,42.033054,1.186479,42.036899
438600244,18/04/86,2,Tortosa,1789509.250,1.790,0.593869,40.845126,0.615896,40.864462
178600066,19/07/86,2,Avinyonet de Puigventós,1015241.538,1.015,2.927031,42.247950,2.939470,42.265060
2003080211,19/07/03,2,Talamanca,1624110.829,1.624,1.974736,41.742095,1.994933,41.758531
2016430004,06/01/16,2,Albinyana,154495.156,0.154,1.466692,41.225926,1.475883,41.231390
4395148,25/06/95,2,Sant Jaume dels Domenys,8285088.459,8.285,1.466764,41.288008,1.523942,41.326903
896056,24/07/96,2,Sallent,129016.721,0.129,1.936999,41.886481,1.945453,41.889624
2005430087,30/04/05,2,Godall,114571.875,0.115,0.494116,40.675819,0.498271,40.681014
B89007007,27/06/89,2,TALAMANCA,154079.264,0.154,1.927873,41.726568,1.933591,41.730856
T89001005,25/07/89,2,AIGUAMÚRCIA,2107634.577,2.108,1.398515,41.372412,1.418357,41.394535
2009250098,02/07/09,2,Vilanova de l'Aguda,458925.721,0.459,1.266630,41.899679,1.278819,41.910380
T91030006,22/07/91,2,Vinebre,2541232.246,2.541,0.659286,41.234698,0.697477,41.264335
2009250100,02/07/09,2,Nalec,286406.529,0.286,1.117139,41.554195,1.128370,41.565218
T89037006,22/06/89,2,PRAT DE COMTE,9426983.324,9.427,0.444951,40.956168,0.496941,40.993687
894405,22/08/94,2,Olesa de Montserrat,413115.231,0.413,1.905247,41.536806,1.915320,41.544932
4394091,05/05/94,2,Alforja,154163.251,0.154,0.971560,41.193824,0.977467,41.198791
1999430010,10/02/99,2,Tortosa,713273.905,0.713,0.599587,40.839334,0.617799,40.849927
B89017012,17/07/89,2,OLIVELLA,160989.287,0.161,1.756536,41.302846,1.764320,41.308713
931700040,20/07/93,2,Roses,418472.502,0.418,3.210977,42.236187,3.220431,42.244843
2001250055,01/08/01,2,Vinaixa,1046827.553,1.047,0.954320,41.457547,0.978882,41.478786
2015080224,01/07/15,2,BARCELONA,201614.697,0.202,2.146658,41.441704,2.153048,41.448139
2006080048,23/06/06,2,Sant Antoni de Vilamajor,155984.298,0.156,2.416659,41.661937,2.421472,41.668249
G91034012,30/06/91,2,Maçanet de la Selva,197331.296,0.197,2.765832,41.745943,2.770332,41.754280
924300106,12/11/92,2,El Perelló,316190.914,0.316,0.696347,40.908685,0.705941,40.914761
T89030005,21/07/89,2,ASCÓ,1955250.311,1.955,0.586118,41.136866,0.620362,41.157220
438600291,16/07/86,2,Aiguamúrcia,1093966.228,1.094,1.401242,41.354168,1.432426,41.363471
438600293,18/07/86,2,Ulldecona,3143859.084,3.144,0.503554,40.590738,0.537465,40.624652
2010430093,30/07/10,2,Tarragona,1075406.667,1.075,1.328799,41.137704,1.341785,41.157371
2009170156,20/06/09,2,Pals,212612.119,0.213,3.153127,41.958424,3.157890,41.967148
2006170122,04/08/06,2,Ventalló,9610689.657,9.611,3.027667,42.085141,3.067252,42.142335
4394084,14/04/94,2,Ulldecona,312421.733,0.312,0.482629,40.577557,0.490370,40.588601
2003080257,07/08/03,2,Copons,425844.142,0.426,1.482254,41.637799,1.496374,41.643920
2594037,01/04/94,2,Coll de Nargó,254788.311,0.255,1.256445,42.159760,1.265285,42.165800
2008250043,27/01/08,2,Bausen,1591497.728,1.591,0.682737,42.836105,0.709492,42.847612
T91008013,08/08/91,2,L'Aleixar,3838723.486,3.839,1.079629,41.201940,1.119307,41.225799
"1796147",10/11/96,2,Llançà,373256.890,0.373,3.138602,42.369296,3.149848,42.376950
2012250164,21/06/12,2,SANT GUIM DE FREIXENET,1037229.811,1.037,1.393703,41.649668,1.421142,41.659614
894059,09/04/94,2,Olivella,44669586.000,44.670,1.798555,41.242601,1.926310,41.326814
2009080286,24/07/09,2,Pujalt,838497.233,0.838,1.419982,41.683078,1.457283,41.689244
T90012014,18/07/90,2,EL VENDRELL,101472.373,0.101,1.493073,41.185180,1.496952,41.189919
4394237,19/09/94,2,Mas de Barberans,1156186.533,1.156,0.336007,40.710655,0.361887,40.729675
088600568,16/08/86,2,Collbató,1544151.724,1.544,1.822718,41.573385,1.852135,41.593476
438600284,06/07/86,2,Vilaverd,32525993.440,32.526,1.103684,41.275735,1.205360,41.364007
2005080191,19/06/05,2,La Palma de Cervelló,83316.116,0.083,1.958917,41.408291,1.966675,41.411275
894324,31/07/94,2,Avinyó,349929.722,0.350,1.982254,41.880110,1.991913,41.890723
2004080134,20/08/04,2,Sant Vicenç de Castellet,169611.778,0.170,1.863745,41.672946,1.874731,41.676237
2010250091,05/04/10,2,Albesa,176487.615,0.176,0.613781,41.770906,0.620659,41.778705
4395051,13/04/95,2,Vendrell,412197.710,0.412,1.475595,41.201473,1.495035,41.208388
934300082,16/07/93,2,La Palma d'Ebre,9357065.270,9.357,0.674613,41.295381,0.720066,41.341941
1998250143,19/07/98,2,Talarn,306051.315,0.306,0.920989,42.188883,0.927602,42.199678
1999430061,04/04/99,2,Montblanc,321248.657,0.321,1.185834,41.347883,1.192661,41.360507
2013430121,19/04/13,2,Pradell de la Teixeta,549351.615,0.549,0.888597,41.162428,0.905824,41.168886
L91004005,26/05/91,2,Coll de Nargó,582412.905,0.582,1.223634,42.164124,1.236533,42.175159
2007170159,31/12/07,2,Queralbs,719129.714,0.719,2.151517,42.357997,2.167016,42.368115
894299,27/07/94,2,Sant Cugat del Vallès,122781.111,0.123,2.018512,41.463174,2.025648,41.468184
2002250055,22/03/02,2,Conca de Dalt,287893.054,0.288,0.906277,42.235941,0.919158,42.242048
2012250158,06/02/12,2,ÀGER,472610.446,0.473,0.771022,42.020560,0.782131,42.029168
G0880127,16/09/88,2,Cadaqués,3206968.644,3.207,3.268399,42.292727,3.291295,42.325435
4395005,13/01/95,2,Montblanc,359446.976,0.359,1.177772,41.347962,1.191426,41.355895
2005430026,19/02/05,2,Cabacés,135853.603,0.136,0.751910,41.248591,0.758951,41.256052
2012430143,15/05/12,2,RASQUERA,27932043.300,27.932,0.591059,40.893266,0.656355,40.974917
0895211,08/07/95,2,Torrelles de Llobregat,2386912.279,2.387,1.920179,41.345810,1.950776,41.367608
1998430179,27/02/98,2,Aiguamúrcia,178497.760,0.178,1.435187,41.345488,1.442249,41.352302
1795106,23/06/95,2,Portbou,397045.845,0.397,3.156283,42.417112,3.167542,42.425434
T91030007,23/07/91,2,Tivissa,880347.064,0.880,0.823509,41.076901,0.834841,41.088687
894329,04/07/94,2,St Feliu Codines,2763677.910,2.764,2.163828,41.675903,2.206946,41.697594
2003170055,20/06/03,2,Vilademuls,378941.051,0.379,2.883666,42.102369,2.897879,42.108227
2007430112,02/08/07,2,Benifallet,102659.596,0.103,0.445227,40.958439,0.452430,40.965578
2000080098,07/04/00,2,Sant Llorenç Savall,286879.686,0.287,2.043485,41.686719,2.052276,41.693214
894344,05/08/94,2,Castellar del Vallès,92407.997,0.092,2.072579,41.585212,2.078325,41.590953
2012430141,15/06/12,2,EL PINELL DE BRAI,1396125.743,1.396,0.480856,41.038273,0.497024,41.052855
922500034,23/02/92,2,Coll de Nargó,152743.161,0.153,1.234204,42.199064,1.241828,42.202712
438600236,09/03/86,2,El Perelló,629853.443,0.630,0.628653,40.866474,0.643450,40.877439
2595032,06/05/95,2,La Portella,240336.260,0.240,0.656071,41.729374,0.665393,41.738057
B0880184,02/09/88,2,Cubelles,1723785.178,1.724,1.664024,41.231651,1.684517,41.252143
2007430033,04/07/07,2,Ulldecona,211589.377,0.212,0.407908,40.610298,0.415990,40.618503
2012250159,08/03/12,2,COLL DE NARGÓ,271881.293,0.272,1.260126,42.200138,1.272191,42.206291
2002430043,22/06/02,2,Tivissa,549734.288,0.550,0.767044,41.033959,0.778894,41.043289
2012080307,24/06/12,2,BARCELONA,102935.309,0.103,2.166495,41.448226,2.173382,41.451753
258600206,02/08/86,2,Oliana,6720078.505,6.720,1.318174,42.048983,1.363131,42.094907
4396103,26/07/96,2,La Riba,536550.555,0.537,1.179725,41.311686,1.194989,41.321803
2012430140,27/06/12,2,CABACÉS,1161431.513,1.161,0.750120,41.234541,0.773589,41.245434
T91036026,08/08/91,2,Salou,430258.538,0.430,1.159822,41.065943,1.172111,41.074984
2012250162,01/08/12,2,FÍGOLS I ALINYÀ,174226.890,0.174,1.433606,42.215516,1.440708,42.220490
2011250014,11/02/11,2,Alt Àneu,936077.675,0.936,1.099566,42.677792,1.125746,42.684605
G89031003,03/02/89,2,TOSES,1098320.910,1.098,2.021074,42.340029,2.035935,42.356040
1794098,06/07/94,2,Colera,2295111.054,2.295,3.138624,42.402483,3.164906,42.420288
2012080312,29/06/12,2,ELS PRATS DE REI,8737347.390,8.737,1.546818,41.697149,1.582651,41.747734
4395032,20/03/95,2,El Montmell,251159.906,0.251,1.533238,41.369322,1.542522,41.375000
1999430122,06/11/99,2,Benifallet,435699.141,0.436,0.492267,40.941391,0.503281,40.951380
2000250080,05/08/00,2,Vilanova de Meià,327399.202,0.327,1.092275,41.979855,1.099260,41.989122
L91004011,18/07/91,2,Peramola,357471.341,0.357,1.253518,42.051471,1.261086,42.060253
895153,16/07/95,2,La Pobla de Claramunt,226099.036,0.226,1.640549,41.552158,1.646328,41.561589
2016170056,24/07/16,2,Blanes,352520.519,0.353,2.774753,41.703937,2.782531,41.718812
2015170076,13/07/15,2,PORTBOU,201583.523,0.202,3.156365,42.429497,3.164846,42.434629
2594080,03/07/94,2,Camarasa,1072598.654,1.073,0.852970,41.872471,0.875913,41.885620
4394125,25/06/94,2,la Sènia,2971906.451,2.972,0.299159,40.666411,0.329438,40.686481
2001080130,19/06/01,2,Badalona,676588.257,0.677,2.240316,41.475572,2.249045,41.490654
4394040,01/04/94,2,Cabacés,414437.155,0.414,0.713496,41.242737,0.724905,41.251388
2015250084,11/05/15,2,ELS TORMS,205360.946,0.205,0.738423,41.399145,0.747414,41.405947
894328,04/07/94,2,Cervelló,91459.919,0.091,1.943860,41.394302,1.949563,41.397460
2009250055,14/06/09,2,Balaguer,3124186.402,3.124,0.729204,41.755454,0.757249,41.784308
088600410,04/07/86,2,Olivella,7002582.200,7.003,1.774360,41.313143,1.820409,41.344356
1998430045,12/04/98,2,Els Pallaresos,222335.145,0.222,1.257500,41.166631,1.267974,41.170948
2594166,10/04/94,2,Navès,209150.139,0.209,1.694078,42.008218,1.698689,42.015442
2012250160,02/03/12,2,EL PONT DE SUERT,332899.791,0.333,0.801616,42.432206,0.808751,42.444344
L91023015,01/08/91,2,Oliola,376252.039,0.376,1.123962,41.886224,1.142741,41.898210
T89030002,16/06/89,2,GARCIA,463266.513,0.463,0.664535,41.158722,0.677873,41.173084
088600527,18/08/86,2,Olivella,1630968.177,1.631,1.822905,41.263871,1.854495,41.281349
2012080309,27/06/12,2,PUJALT,427723.277,0.428,1.423462,41.702519,1.431773,41.715426
1998250142,15/07/98,2,La Granja d'Escarp,150817.615,0.151,0.341143,41.385461,0.346745,41.390853
930800362,13/09/93,2,Font-Rubí,7784570.890,7.785,1.603520,41.436662,1.676653,41.470500
2003430072,30/08/03,2,Vespella de Gaià,259926.632,0.260,1.374343,41.194319,1.380800,41.203828
894222,02/07/94,2,Gelida,258708.317,0.259,1.876306,41.427898,1.883788,41.433076
2000080202,29/07/00,2,Olivella,2919734.364,2.920,1.770382,41.307734,1.791172,41.337786
2003080280,11/08/03,2,Gallifa,11901155.940,11.901,2.064129,41.684318,2.109405,41.736540
258600170,27/06/86,2,Artesa de Segre,4781073.078,4.781,0.982039,41.921754,1.023249,41.946478
2007080064,04/07/07,2,Navàs,2265743.492,2.266,1.714913,41.878614,1.736424,41.898515
2007430078,03/12/07,2,Amposta,148438.183,0.148,0.548897,40.666150,0.560127,40.672598
894305,03/07/94,2,Berga,142477.371,0.142,1.857486,42.083753,1.862210,42.089444
2594900,06/04/94,2,Tarrés,440173.517,0.440,1.043290,41.430918,1.056312,41.439680
2012080310,17/07/12,2,CALDERS,295888.123,0.296,1.965738,41.778772,1.976524,41.787864
2003080319,30/08/03,2,Dosrius,97728.947,0.098,2.419976,41.579675,2.425397,41.583729
2002430094,17/09/02,2,Vallclara,306175.598,0.306,0.991903,41.384605,0.997783,41.394135
2006430070,29/07/06,2,La Febró,534742.034,0.535,1.004436,41.284193,1.019104,41.290223
2013080287,24/07/13,2,Sant Mateu de Bages,213619.013,0.214,1.674322,41.841683,1.680737,41.848827
2007430065,06/09/07,2,Pradell de la Teix,4238273.889,4.238,0.856850,41.123273,0.895902,41.146685
B90040027,10/07/90,2,ULLASTRELL,188548.505,0.189,1.965866,41.518035,1.972143,41.523454
2012250161,20/02/12,2,LA TORRE DE CABDELLA,1008370.287,1.008,0.958589,42.454841,0.990506,42.469312
2002250054,22/03/02,2,Alins,559569.051,0.560,1.305413,42.574917,1.323991,42.588860
1998250085,30/07/98,2,Navès,593402.707,0.593,1.654831,42.094341,1.668329,42.104387
2594160,22/08/94,2,Os de Balaguer,778584.486,0.779,0.615078,41.965879,0.632322,41.976333
1999080209,17/07/99,2,Sant Celoni,137191.259,0.137,2.523662,41.700944,2.528754,41.705904
1998080112,22/06/98,2,Gaià,1467297.614,1.467,1.900592,41.904414,1.914124,41.928267
895213,10/07/95,2,Viladecans,299452.497,0.299,2.006119,41.330364,2.013006,41.337828
088600533,18/08/86,2,Terrassa,4117570.381,4.118,1.963362,41.610810,1.999664,41.637707
088600351,17/05/86,2,Navàs,2538616.429,2.539,1.760944,41.840700,1.778512,41.876617
1794059,12/06/94,2,la Jonquera,809828.231,0.810,2.860810,42.403037,2.871748,42.419789
2006170158,06/08/06,2,Capmany,4242401.044,4.242,2.894171,42.318841,2.930967,42.373982
1999080011,05/02/99,2,Isòvol,98927.567,0.099,1.807777,42.372388,1.813570,42.375540
2005250088,30/04/05,2,Castelldans,305476.387,0.305,0.722565,41.483165,0.732747,41.490093
L89005003,15/02/89,2,"EL PONT DE SUERT",3368037.120,3.368,0.783784,42.425549,0.824702,42.464879
2001080120,16/06/01,2,Badalona,372748.115,0.373,2.228317,41.483633,2.238257,41.492819
2014170067,16/03/14,2,Forallac,3828590.990,3.829,3.087328,41.861436,3.114119,41.896547
2009430124,23/07/09,2,Sarral,489133.660,0.489,1.315380,41.480200,1.336345,41.488558
934300138,05/08/93,2,Vespella de Gaià,7402806.053,7.403,1.330739,41.182917,1.386122,41.225017
2010430092,24/05/10,2,Benifallet,305486.443,0.305,0.497710,40.975967,0.505099,40.984530
088600538,18/08/86,2,Aguilar de Segarra,2565782.963,2.566,1.608548,41.723739,1.654036,41.738560
2012430139,04/02/12,2,L'ALBIOL,703866.858,0.704,1.105413,41.246486,1.128241,41.253555
2005080260,21/07/05,2,Martorell,326987.985,0.327,1.910056,41.456931,1.933009,41.465905
088600562,18/08/86,2,Santa Maria d'Oló,2731900.043,2.732,2.115084,41.894440,2.149349,41.913972
934300084,20/07/93,2,Alfara de Carles,5695621.222,5.696,0.410769,40.888141,0.457732,40.917299
2005080298,18/07/05,2,Castellnou de Bages,8266995.296,8.267,1.832218,41.826595,1.881248,41.869083
1999080242,09/08/99,2,Castellví de la Marca,312552.428,0.313,1.576648,41.332220,1.586573,41.339155
2000170165,18/08/00,2,Portbou,258855.272,0.259,3.155382,42.429800,3.165722,42.437237
2006430006,09/03/06,2,Tarragona,286232.471,0.286,1.329856,41.143379,1.340886,41.148340
2005080234,11/07/05,2,Viladecans,644638.936,0.645,2.013577,41.328028,2.026201,41.341719
2011430017,25/02/11,2,Vilalba dels Arcs,118916.319,0.119,0.367435,41.159354,0.373488,41.163158
2010250092,23/05/10,2,Albesa,177114.293,0.177,0.615801,41.764406,0.623381,41.772193
2009430123,24/01/09,2,Bonastre,407866.515,0.408,1.453621,41.221511,1.469253,41.227986
2004250129,29/12/04,2,Coll de Nargó,691744.516,0.692,1.279488,42.202424,1.301666,42.211750
L91023011,17/07/91,2,Cubells,574036.062,0.574,0.984924,41.861601,1.004772,41.877684
178600021,30/06/86,2,El Port de la Selva,2274442.574,2.274,3.263362,42.306990,3.301848,42.335714
2012250163,08/03/12,2,EL PONT DE SUERT,1854155.219,1.854,0.789259,42.357724,0.816117,42.375531
1997080237,13/05/97,2,Sant Pere de Ribes,1329219.702,1.329,1.720496,41.258081,1.754623,41.270158
2004250124,15/11/04,2,Vilaller,126392.303,0.126,0.710704,42.448058,0.716123,42.454406
B91003026,06/08/91,2,Font-Rubí,238005.552,0.238,1.591350,41.437984,1.596249,41.450802
1998080208,28/07/98,2,Barcelona,210144.511,0.210,2.113505,41.407915,2.118663,41.418074
2005430135,04/07/05,2,Tivenys,247281.420,0.247,0.536961,40.939669,0.545733,40.944986
2003170162,12/09/03,2,El Port de la Selva,878056.774,0.878,3.229222,42.286716,3.253751,42.302734
2014430100,15/06/14,2,Tivissa,8926122.652,8.926,0.667802,40.971266,0.715287,41.008635
2004080112,08/08/04,2,Santa Coloma de Gramenet,223648.573,0.224,2.194576,41.468794,2.203579,41.473514
2014080187,26/01/14,2,Tiana,96704.140,0.097,2.275151,41.493182,2.278820,41.497700
2009250097,02/07/09,2,Les Olugues,2297600.452,2.298,1.305002,41.698902,1.349748,41.717181
2006430099,21/06/06,2,Vallclara,1227859.310,1.228,1.011468,41.367977,1.026514,41.385122
4395099,08/07/95,2,El Montmell,328821.905,0.329,1.456561,41.301431,1.464936,41.309117
L91023010,10/07/91,2,Os de Balaguer,2653020.112,2.653,0.610165,41.913640,0.643034,41.936084
2014170069,22/10/14,2,Roses,344201.606,0.344,3.219338,42.237144,3.228063,42.250884
258600207,02/08/86,2,Vinaixa,344354.316,0.344,0.966716,41.450643,0.978614,41.459775
2014430093,14/06/14,2,El PerellÃ³,219582.001,0.220,0.683700,40.885019,0.695937,40.888994
2006250018,15/06/06,2,La Sentiu de Sió,215880.496,0.216,0.843700,41.794730,0.856842,41.800761
2013250072,17/06/13,2,Alfarràs,187994.490,0.188,0.558217,41.835188,0.567515,41.843520
2015250081,08/03/15,2,LES,207072.642,0.207,0.704033,42.822885,0.711895,42.828163
G0880128,16/09/88,2,Pals,1263704.580,1.264,3.152137,41.953024,3.180362,41.966830
2003170093,18/07/03,2,Girona,197937.725,0.198,2.845188,41.974286,2.850912,41.981044
2003170139,14/08/03,2,Llagostera,429100.034,0.429,2.861003,41.843553,2.874855,41.853467
4395178,08/09/95,2,el Montmell,1083206.673,1.083,1.501725,41.336386,1.523363,41.348612
930800153,08/07/1993,2,Mediona,109607.933,0.110,1.639715,41.488215,1.642709,41.494754
2003170013,31/01/03,2,Santa Cristina d'Aro,3992971.621,3.993,2.973447,41.760767,3.001424,41.799722
2000430021,16/12/00,2,Creixell,193542.198,0.194,1.420549,41.179306,1.428389,41.186007
2005080252,15/07/05,2,Navarcles,323122.132,0.323,1.906295,41.769149,1.912807,41.777982
2011430019,19/07/11,2,la Riba,3520650.964,3.521,1.168942,41.286724,1.196145,41.314580
2011250015,27/02/11,2,Tremp,192770.982,0.193,0.903570,42.132364,0.911630,42.140683
2007080057,12/07/07,2,Sallent,1322099.664,1.322,1.913134,41.874123,1.923813,41.896901
2009250111,01/07/09,2,Torrefeta i Florejacs,2143340.799,2.143,1.195295,41.701891,1.251039,41.710728
1998080033,15/03/98,2,Sitges,161628.000,0.162,1.913221,41.274620,1.921048,41.280210
2005250004,04/01/05,2,Gavet de la Conca,97644.868,0.098,0.968575,42.060462,0.974607,42.063446
930800181,19/07/93,2,Castellbisbal,207969.210,0.208,1.969330,41.498399,1.974789,41.504689
894262,29/06/94,2,Montcada i Reixac,300752.742,0.301,2.195398,41.485294,2.204001,41.492391
088600492,05/08/86,2,Martorelles,881422.791,0.881,2.235596,41.530845,2.257960,41.543762
2009430122,15/08/09,2,Montferri,936334.870,0.936,1.369064,41.257516,1.384401,41.271948
894492,01/07/94,2,Calders,2893375.948,2.893,1.984918,41.773795,2.015102,41.801483
2000430055,15/02/00,2,La Fatarella,605328.990,0.605,0.536331,41.101362,0.552034,41.109142
2006430034,06/06/06,2,El Montmell,437800.562,0.438,1.469570,41.329956,1.480385,41.339122
1998250035,15/03/98,2,Sarroca de Bellera,194621.376,0.195,0.856052,42.375785,0.864026,42.381370
930800250,07/08/93,2,Sant Mateu de Bages,289955.336,0.290,1.688334,41.808972,1.696992,41.819631
2594158,13/08/94,2,Camarasa,371803.631,0.372,0.849823,41.860892,0.862850,41.869780
T0880054,03/08/88,2,Pratdip,5976488.500,5.976,0.870751,41.031946,0.938473,41.056008
1998250012,11/02/98,2,La Vall de Boí,833500.663,0.834,0.832820,42.489949,0.856686,42.504005
B91099008,24/07/91,2,Sagàs,1380680.940,1.381,1.942916,41.999414,1.956606,42.021060
438600297,20/07/86,2,Vilanova d'Escornalbou,928617.972,0.929,0.931646,41.116191,0.949072,41.127614
2000250051,18/03/00,2,La Pobla de Cérvoles,242292.691,0.242,0.864393,41.349684,0.870461,41.355557
1795182,25/08/95,2,Portbou,3862721.789,3.863,3.120167,42.426127,3.172749,42.442787
B89003011,15/07/89,2,SUBIRATS,2960444.703,2.960,1.820332,41.391306,1.842029,41.422190
4394077,11/04/94,2,Pradell de la Teixeta,286774.215,0.287,0.896709,41.173529,0.910220,41.178803
L91018012,31/08/91,2,Juncosa,438111.915,0.438,0.736315,41.357810,0.752789,41.368891
